ADEP,ADES,cluster_kmeans,AC Type,n,delta_dist_nm_mean,delta_dist_nm_std,delta_dist_nm_p5,delta_dist_nm_p95,delta_duration_h_mean,delta_duration_h_std,delta_duration_h_p5,delta_duration_h_p95,delta_fuel_kg_mean,delta_fuel_kg_std,delta_fuel_kg_p5,delta_fuel_kg_p95
LTCC,LTFJ,0,A320,3,-16.43,19.17,-34.93,-1.18,0.06,0.18,-0.11,0.21,152.83,441.62,-265.23,522.27
LTCC,LTFJ,0,B38M,10,-10.53,22.52,-42.34,13.39,0.01,0.09,-0.11,0.14,14.0,197.44,-232.75,302.75
LTCC,LTFJ,0,B738,42,-14.09,16.26,-40.25,6.65,0.02,0.13,-0.14,0.18,51.35,306.5,-332.3,425.7
LTCC,LTFM,0,A21N,3,-46.97,10.76,-55.46,-36.56,-0.06,0.03,-0.09,-0.03,-152.77,83.35,-227.77,-77.74
LTCC,LTFM,0,A319,13,-47.05,9.98,-56.38,-28.74,-0.06,0.1,-0.17,0.1,-126.89,230.85,-377.9,216.08
LTCC,LTFM,0,A320,22,-43.52,13.84,-56.4,-29.04,-0.06,0.09,-0.13,0.02,-154.56,214.25,-329.5,43.41
LTCC,LTFM,0,A321,44,-45.69,18.1,-57.2,-28.44,-0.08,0.09,-0.15,0.02,-229.92,258.59,-416.8,42.9
LTCC,LTFM,0,B38M,2,-28.45,32.74,-49.28,-7.62,-0.08,0.05,-0.11,-0.05,-175.0,98.99,-238.0,-112.0
LTCC,LTFM,0,B738,88,-36.55,29.66,-57.0,4.0,-0.04,0.14,-0.16,0.1,-87.94,336.4,-395.0,245.0
LTCC,LTFM,0,B739,9,-47.13,18.02,-57.54,-19.16,-0.12,0.05,-0.18,-0.07,-308.13,119.56,-459.34,-173.3
LTCC,LTFM,1,A21N,1,0.2,,0.2,0.2,-0.05,,-0.05,-0.05,-125.0,,-125.0,-125.0
LTCC,LTFM,1,A319,6,-46.9,12.9,-55.7,-27.65,-0.07,0.08,-0.15,0.03,-158.83,166.28,-326.88,67.28
LTCC,LTFM,1,A320,13,-47.86,15.05,-57.56,-25.68,-0.11,0.07,-0.22,-0.0,-278.7,179.72,-548.68,-6.18
LTCC,LTFM,1,A321,9,-42.71,28.29,-56.46,0.44,0.04,0.39,-0.16,0.66,112.14,1084.97,-440.7,1838.84
LTCC,LTFM,1,B38M,2,-30.45,33.87,-52.0,-8.9,-0.07,0.15,-0.16,0.03,-140.0,321.73,-344.75,64.75
LTCC,LTFM,1,B738,34,-33.66,26.77,-56.4,18.19,-0.03,0.15,-0.18,0.29,-69.66,357.82,-426.9,685.1
LTCC,LTFM,1,B739,7,-33.37,26.32,-56.65,0.0,-0.05,0.07,-0.14,0.04,-136.14,189.59,-376.32,109.01
LTCE,LTAC,0,B38M,8,9.38,22.66,-9.99,45.86,0.15,0.12,0.04,0.33,307.8,248.28,86.65,686.9
LTCE,LTAC,0,B738,65,32.44,25.46,-0.8,74.24,0.18,0.08,0.07,0.3,423.92,196.8,166.2,726.2
LTCE,LTFJ,0,A20N,12,-32.06,36.05,-64.28,35.34,-0.01,0.17,-0.15,0.31,-13.43,383.11,-336.05,710.61
LTCE,LTFJ,0,A21N,36,-11.61,21.53,-41.38,21.45,0.06,0.15,-0.17,0.27,140.66,373.3,-430.52,663.2
LTCE,LTFJ,0,A320,4,-0.77,16.95,-21.02,11.53,0.07,0.15,-0.11,0.18,169.32,364.48,-262.98,452.14
LTCE,LTFJ,0,B38M,7,-15.1,24.86,-43.4,16.95,0.0,0.17,-0.17,0.25,5.0,360.83,-358.0,531.0
LTCE,LTFJ,0,B738,40,-14.36,23.09,-43.14,32.17,0.01,0.16,-0.16,0.32,17.25,380.43,-389.0,777.0
LTCE,LTFM,0,A319,5,-26.94,28.79,-48.9,12.02,0.04,0.1,-0.05,0.16,80.66,212.86,-117.34,359.34
LTCE,LTFM,0,A320,12,-20.65,48.78,-54.38,62.24,0.03,0.26,-0.14,0.47,77.9,659.88,-350.74,1163.83
LTCE,LTFM,0,A321,18,-30.93,19.49,-53.65,3.1,-0.03,0.06,-0.12,0.04,-98.48,161.06,-345.0,102.99
LTCE,LTFM,0,B38M,2,-36.5,20.51,-49.55,-23.45,-0.02,0.15,-0.11,0.08,-38.2,317.21,-240.07,163.67
LTCE,LTFM,0,B738,4,-37.85,25.7,-55.9,-6.86,-0.11,0.04,-0.16,-0.08,-270.0,97.98,-378.0,-190.0
LTCE,LTFM,1,A319,2,-53.95,11.24,-61.1,-46.8,-0.06,0.06,-0.1,-0.02,-128.25,129.61,-210.74,-45.77
LTCE,LTFM,1,A320,8,-32.36,14.5,-47.68,-11.0,-0.03,0.04,-0.06,0.04,-65.76,104.87,-140.6,107.35
LTCE,LTFM,1,A321,19,-29.53,31.36,-51.58,31.08,-0.02,0.14,-0.13,0.09,-46.71,402.41,-362.57,258.13
LTCE,LTFM,1,B38M,5,-44.66,7.79,-54.86,-38.06,-0.1,0.07,-0.15,-0.01,-203.0,139.12,-322.0,-28.0
LTCE,LTFM,1,B738,4,-40.45,13.95,-56.38,-29.28,-0.05,0.04,-0.09,-0.01,-110.0,88.69,-208.0,-26.0
LTCF,LTFJ,0,A20N,12,-8.66,20.38,-41.68,13.81,-0.01,0.12,-0.18,0.17,-19.43,278.7,-412.59,382.69
LTCF,LTFJ,0,A21N,7,-15.04,28.4,-54.73,11.65,-0.09,0.13,-0.2,0.11,-213.77,313.15,-488.68,266.99
LTCF,LTFJ,0,A320,2,47.05,91.43,-11.14,105.24,0.16,0.31,-0.04,0.36,389.95,783.26,-108.52,888.41
LTCF,LTFJ,0,B38M,1,0.0,,0.0,0.0,0.07,,0.07,0.07,142.9,,142.9,142.9
LTCF,LTFJ,0,B738,8,-16.95,23.88,-50.84,8.46,-0.06,0.07,-0.16,0.01,-146.24,158.36,-384.86,14.54
LTCF,LTFJ,1,A20N,5,-39.84,14.13,-52.98,-21.32,-0.13,0.08,-0.2,-0.02,-305.5,186.92,-449.78,-51.2
LTCF,LTFJ,1,A21N,2,-31.2,18.24,-42.81,-19.59,-0.09,0.03,-0.11,-0.07,-218.75,80.54,-270.0,-167.5
LTCF,LTFJ,1,B38M,3,-28.13,24.75,-49.71,-5.25,-0.11,0.02,-0.13,-0.08,-226.53,51.26,-263.9,-176.24
LTCF,LTFJ,1,B738,20,-23.85,26.26,-51.3,21.34,-0.05,0.15,-0.22,0.23,-128.6,356.22,-528.64,561.0
LTCG,LTAC,0,B38M,8,17.86,23.36,-2.08,53.24,0.13,0.08,0.02,0.24,267.5,176.1,47.98,506.6
LTCG,LTAC,0,B738,91,21.11,25.04,-1.45,71.05,0.15,0.08,0.06,0.29,351.37,185.78,145.5,705.5
LTCG,LTFJ,0,A20N,90,-20.22,28.35,-52.8,14.97,0.0,0.15,-0.18,0.31,9.33,355.2,-409.96,722.8
LTCG,LTFJ,0,A21N,67,-14.86,23.83,-48.35,16.3,0.02,0.15,-0.16,0.31,38.72,384.53,-411.02,776.49
LTCG,LTFJ,0,A320,13,-18.41,27.37,-56.86,18.34,-0.02,0.14,-0.18,0.24,-41.63,354.3,-448.04,593.6
LTCG,LTFJ,0,B38M,20,-24.66,23.08,-50.4,22.17,-0.02,0.14,-0.15,0.16,-35.0,285.68,-318.5,339.5
LTCG,LTFJ,0,B738,133,-15.11,22.4,-50.6,21.42,0.01,0.13,-0.18,0.24,17.18,308.56,-435.2,580.8
LTCG,LTFJ,1,A20N,9,-34.36,24.66,-68.06,-1.54,-0.0,0.13,-0.17,0.2,-8.48,305.12,-380.7,462.58
LTCG,LTFJ,1,A21N,15,-34.95,28.03,-74.24,7.82,-0.04,0.17,-0.18,0.27,-94.49,424.89,-447.29,665.22
LTCG,LTFJ,1,A320,1,-28.3,,-28.3,-28.3,-0.07,,-0.07,-0.07,-166.7,,-166.7,-166.7
LTCG,LTFJ,1,B738,24,-32.08,30.46,-78.1,15.02,-0.07,0.13,-0.22,0.13,-168.33,316.04,-525.0,319.0
LTCG,LTFM,0,A21N,3,-44.93,11.75,-52.97,-33.35,-0.05,0.07,-0.11,0.01,-125.03,168.38,-265.3,34.67
LTCG,LTFM,0,A319,32,-47.23,18.49,-67.53,-5.26,-0.08,0.07,-0.2,0.03,-181.81,158.48,-442.3,58.24
LTCG,LTFM,0,A320,26,-24.58,53.28,-63.25,92.08,-0.09,0.08,-0.18,0.01,-235.32,191.88,-452.78,26.4
LTCG,LTFM,0,A321,34,-50.24,13.78,-70.4,-23.55,-0.08,0.09,-0.2,0.08,-234.7,264.35,-569.44,209.84
LTCG,LTFM,0,B38M,14,-41.59,19.96,-64.76,-5.84,-0.06,0.09,-0.16,0.06,-117.5,180.88,-327.25,133.0
LTCG,LTFM,0,B738,101,-42.73,23.37,-69.5,7.3,-0.07,0.08,-0.19,0.07,-169.85,187.14,-453.1,157.6
LTCG,LTFM,0,B739,36,-40.7,25.32,-65.32,3.62,-0.1,0.08,-0.23,0.03,-260.52,210.95,-588.65,83.0
LTCG,LTFM,1,A21N,2,-32.3,42.14,-59.12,-5.48,-0.09,0.08,-0.14,-0.04,-229.1,206.19,-360.32,-97.88
LTCG,LTFM,1,A319,7,-1.36,13.24,-18.49,15.2,0.03,0.05,-0.03,0.09,68.1,112.86,-72.79,187.51
LTCG,LTFM,1,A320,7,-6.96,30.35,-52.13,24.08,-0.01,0.1,-0.12,0.14,-35.7,262.43,-302.38,351.8
LTCG,LTFM,1,A321,9,-22.74,22.18,-43.52,12.12,-0.01,0.12,-0.13,0.18,-25.93,349.82,-370.22,497.78
LTCG,LTFM,1,B38M,6,-17.97,20.66,-40.32,8.95,-0.05,0.09,-0.15,0.07,-99.17,189.99,-306.25,140.0
LTCG,LTFM,1,B738,27,-16.76,23.02,-47.24,14.28,0.02,0.15,-0.12,0.32,39.96,365.75,-283.0,761.0
LTCG,LTFM,1,B739,12,-24.48,22.32,-57.72,1.35,-0.03,0.11,-0.17,0.12,-68.64,278.67,-431.18,320.61
LTCG,OKKK,0,A20N,16,-3.94,21.87,-26.42,31.6,-0.0,0.05,-0.08,0.07,-3.76,118.46,-185.8,166.72
LTCG,OKKK,0,A320,27,14.44,67.15,-27.85,126.64,0.1,0.21,-0.04,0.31,260.0,529.52,-111.65,787.86
LTCG,OKKK,0,A332,2,-7.55,21.57,-21.28,6.17,0.06,0.21,-0.07,0.2,381.65,1284.6,-435.86,1199.16
LTCG,OKKK,0,B734,1,0.0,,0.0,0.0,0.02,,0.02,0.02,70.6,,70.6,70.6
LTCG,OKKK,0,B738,22,2.55,22.25,-19.91,42.68,0.09,0.1,-0.05,0.23,216.76,245.58,-111.04,544.54
LTCI,LTAC,0,B38M,5,-4.36,18.49,-17.82,20.72,0.09,0.06,0.02,0.14,197.28,130.68,35.84,299.58
LTCI,LTAC,0,B738,85,1.69,16.11,-15.72,28.0,0.11,0.07,0.02,0.21,263.32,177.72,48.86,514.76
LTCI,LTFJ,0,A20N,46,-20.88,23.04,-56.5,15.1,-0.02,0.14,-0.18,0.26,-34.63,316.63,-418.0,597.45
LTCI,LTFJ,0,A21N,32,-16.83,19.03,-41.72,17.93,-0.01,0.13,-0.19,0.19,-18.11,314.26,-465.72,478.87
LTCI,LTFJ,0,B38M,5,-4.56,37.29,-48.88,32.84,0.11,0.25,-0.14,0.43,221.66,532.61,-290.88,899.4
LTCI,LTFJ,0,B738,20,-15.95,21.14,-45.16,11.61,-0.01,0.12,-0.14,0.18,-29.13,277.13,-335.74,443.77
LTCI,LTFM,0,A21N,1,29.5,,29.5,29.5,0.15,,0.15,0.15,383.4,,383.4,383.4
LTCI,LTFM,0,A319,6,-54.8,4.92,-60.35,-48.42,-0.02,0.19,-0.12,0.25,-39.65,408.36,-258.35,552.1
LTCI,LTFM,0,A320,15,-58.24,7.09,-66.23,-46.09,-0.1,0.07,-0.19,0.03,-246.58,182.99,-470.56,68.6
LTCI,LTFM,0,A321,93,-45.21,23.24,-61.48,-5.1,-0.07,0.13,-0.19,0.09,-183.96,358.9,-540.88,247.94
LTCI,LTFM,0,B38M,6,-60.32,4.62,-65.58,-54.52,-0.12,0.08,-0.23,-0.02,-254.43,175.84,-480.25,-52.68
LTCK,LTFM,0,A319,2,-60.3,8.63,-65.79,-54.81,-0.16,0.08,-0.21,-0.11,-341.9,172.39,-451.61,-232.19
LTCK,LTFM,0,A320,4,-29.58,32.3,-54.0,9.03,0.04,0.14,-0.13,0.15,88.72,351.73,-324.45,369.92
LTCK,LTFM,0,A321,25,-35.52,17.7,-55.2,-7.48,-0.05,0.11,-0.2,0.14,-144.73,303.86,-549.74,398.62
LTCK,LTFM,0,B38M,29,-27.82,25.99,-57.44,7.02,-0.01,0.11,-0.14,0.17,-27.76,241.07,-290.9,366.62
LTCK,LTFM,0,B738,1,16.9,,16.9,16.9,0.05,,0.05,0.05,108.0,,108.0,108.0
LTCK,LTFM,0,B739,9,-31.42,27.85,-60.94,14.1,-0.05,0.11,-0.17,0.1,-122.83,288.61,-442.9,260.92
LTCN,LTFM,0,A319,28,-43.66,15.09,-57.1,-9.18,-0.04,0.08,-0.14,0.08,-86.15,168.76,-301.46,186.25
LTCN,LTFM,0,A320,19,-13.94,84.66,-53.9,76.29,-0.01,0.12,-0.13,0.19,-14.57,308.41,-331.1,468.9
LTCN,LTFM,0,B738,7,-51.64,11.34,-65.13,-35.81,-0.07,0.04,-0.13,-0.04,-177.16,89.02,-306.3,-86.3
LTCR,LTFJ,0,A20N,16,-19.62,20.99,-36.8,11.25,-0.07,0.1,-0.2,0.09,-154.81,236.8,-452.8,198.88
LTCR,LTFJ,0,A21N,11,-28.87,18.86,-50.1,0.0,-0.09,0.09,-0.22,0.02,-232.97,220.59,-560.4,42.35
LTCR,LTFJ,0,A320,7,-35.49,12.75,-54.71,-22.74,-0.17,0.05,-0.22,-0.09,-416.69,130.51,-552.41,-227.39
LTCR,LTFJ,0,B38M,4,-29.98,17.49,-50.02,-13.61,-0.09,0.13,-0.24,0.04,-191.9,277.52,-503.03,74.71
LTCR,LTFJ,0,B738,22,-29.04,15.76,-51.84,-0.5,-0.1,0.08,-0.23,0.05,-250.94,201.79,-556.4,115.6
LTCR,LTFM,0,A319,1,-56.3,,-56.3,-56.3,-0.03,,-0.03,-0.03,-73.3,,-73.3,-73.3
LTCR,LTFM,0,A320,6,-4.05,75.85,-56.02,95.58,0.11,0.4,-0.18,0.65,282.57,991.48,-444.38,1633.55
LTCR,LTFM,0,A321,18,-33.03,41.18,-57.4,38.24,-0.03,0.28,-0.23,0.34,-85.11,780.35,-645.09,957.9
LTCR,LTFM,0,B38M,15,-44.51,17.23,-56.3,-4.15,-0.07,0.07,-0.17,0.04,-137.63,151.72,-353.5,89.95
LTCR,LTFM,0,B738,10,-40.12,10.63,-53.54,-26.32,-0.08,0.09,-0.2,0.02,-184.0,205.05,-470.0,58.0
LTCR,LTFM,0,B739,3,-10.7,18.53,-28.89,0.0,-0.08,0.15,-0.22,0.03,-202.2,385.12,-579.17,83.77
LTCR,LTFM,1,A319,2,-51.65,2.05,-52.96,-50.35,-0.05,0.11,-0.12,0.02,-110.0,233.35,-258.5,38.5
LTCR,LTFM,1,A320,2,-56.45,0.07,-56.5,-56.4,-0.14,0.0,-0.14,-0.14,-354.1,0.0,-354.1,-354.1
LTCR,LTFM,1,A321,10,-51.87,3.99,-56.26,-45.79,-0.09,0.06,-0.18,-0.02,-264.62,155.73,-502.61,-46.25
LTCR,LTFM,1,B38M,12,-42.28,17.76,-57.66,-9.41,-0.04,0.11,-0.16,0.14,-76.39,220.74,-329.6,297.62
LTCR,LTFM,1,B738,3,-50.7,2.85,-53.43,-48.39,-0.13,0.03,-0.16,-0.11,-320.03,61.1,-378.7,-270.7
LTCS,LTFJ,0,A20N,10,-8.08,20.28,-36.04,17.5,0.07,0.2,-0.15,0.39,168.7,468.6,-341.12,898.96
LTCS,LTFJ,0,A21N,4,5.15,3.48,0.92,7.28,0.05,0.02,0.03,0.07,129.85,52.13,71.67,181.24
LTCS,LTFJ,0,A320,2,-9.3,18.81,-21.27,2.67,0.1,0.14,0.01,0.19,250.1,353.55,25.1,475.1
LTCS,LTFJ,0,B38M,2,-18.8,23.05,-33.47,-4.13,-0.06,0.11,-0.13,0.01,-122.5,222.74,-264.25,19.25
LTCS,LTFJ,0,B738,39,-17.01,24.74,-55.71,17.39,-0.0,0.15,-0.18,0.34,-5.08,364.42,-435.9,808.1
LTCS,LTFM,0,A21N,1,-50.4,,-50.4,-50.4,-0.1,,-0.1,-0.1,-250.0,,-250.0,-250.0
LTCS,LTFM,0,A319,9,-46.46,13.88,-60.56,-23.42,-0.06,0.05,-0.13,0.01,-140.57,120.22,-290.88,24.44
LTCS,LTFM,0,A320,6,-45.42,4.22,-50.25,-39.88,-0.08,0.07,-0.16,0.01,-193.67,171.46,-406.3,14.02
LTCS,LTFM,0,A321,53,-39.27,23.97,-61.32,20.74,-0.06,0.12,-0.16,0.05,-169.57,324.5,-459.78,137.58
LTCS,LTFM,0,B738,13,-39.73,17.39,-55.26,-8.92,-0.05,0.07,-0.14,0.06,-130.18,171.97,-332.9,142.3
LTCS,LTFM,0,B739,7,-44.6,9.45,-55.41,-31.25,-0.1,0.03,-0.14,-0.07,-266.21,77.96,-370.81,-180.19
LTCV,LTFM,0,A319,1,-56.1,,-56.1,-56.1,-0.15,,-0.15,-0.15,-330.0,,-330.0,-330.0
LTCV,LTFM,0,A320,6,-41.98,10.11,-52.88,-28.25,-0.13,0.02,-0.16,-0.1,-319.4,56.91,-395.78,-260.4
LTCV,LTFM,0,A321,16,-45.32,8.13,-56.42,-33.45,-0.11,0.07,-0.23,-0.02,-315.27,191.73,-630.0,-67.9
LTCV,LTFM,0,B38M,21,-41.32,18.92,-62.9,1.8,-0.11,0.07,-0.26,-0.03,-230.44,155.49,-550.0,-60.0
LTCV,LTFM,0,B738,4,-43.08,21.21,-58.2,-17.42,-0.06,0.15,-0.15,0.12,-140.0,350.24,-368.0,284.0
LTCV,LTFM,0,B739,1,-55.1,,-55.1,-55.1,-0.17,,-0.17,-0.17,-433.3,,-433.3,-433.3
LTCV,LTFM,1,A319,3,-28.4,37.09,-53.76,8.16,0.01,0.1,-0.07,0.11,25.27,222.28,-164.97,233.19
LTCV,LTFM,1,A320,3,-50.93,7.63,-56.1,-43.41,-0.18,0.02,-0.19,-0.16,-444.43,48.09,-472.2,-397.23
LTCV,LTFM,1,A321,4,-21.1,51.11,-57.84,40.41,-0.1,0.1,-0.19,0.01,-268.38,275.77,-522.71,34.99
LTCV,LTFM,1,B38M,5,-41.12,23.21,-54.6,-9.36,-0.1,0.08,-0.18,0.0,-202.18,176.47,-370.18,-0.0
LTCV,LTFM,1,B738,5,-28.72,18.34,-47.52,-5.4,-0.04,0.08,-0.15,0.02,-104.0,184.61,-352.0,56.0
LTCV,LTFM,1,B739,1,-47.4,,-47.4,-47.4,-0.07,,-0.07,-0.07,-173.4,,-173.4,-173.4
LTFD,LTFM,0,A319,11,-20.12,10.24,-31.95,-4.55,0.06,0.32,-0.08,0.51,126.67,712.56,-171.65,1130.0
LTFD,LTFM,0,A320,12,-8.51,10.65,-20.56,9.0,0.02,0.04,-0.04,0.09,45.02,106.9,-90.3,215.95
LTFD,LTFM,0,A321,3,-19.4,7.28,-26.55,-15.12,0.07,0.09,-0.02,0.14,186.63,259.86,-60.73,401.33
LTFD,LTFM,0,B38M,1,-10.5,,-10.5,-10.5,0.12,,0.12,0.12,245.0,,245.0,245.0
LTFD,LTFM,0,B738,21,-16.54,14.83,-38.1,8.6,-0.01,0.06,-0.08,0.11,-13.89,147.74,-182.9,257.1
LTFD,LTFM,0,B739,2,-15.3,0.71,-15.75,-14.85,-0.03,0.02,-0.04,-0.01,-65.05,61.31,-104.07,-26.04
LTFE,EGKK,0,A20N,5,12.86,9.21,0.78,20.64,0.08,0.13,-0.08,0.2,193.92,295.94,-189.0,455.08
LTFE,EGKK,0,A21N,20,11.16,19.75,-6.61,33.89,0.05,0.14,-0.17,0.26,120.06,345.47,-423.21,640.96
LTFE,EGKK,0,A320,26,18.96,27.12,-6.6,76.75,0.14,0.22,-0.22,0.43,343.85,561.18,-561.38,1070.22
LTFE,EGKK,0,B38M,2,19.65,66.68,-22.78,62.08,0.16,0.29,-0.02,0.34,338.0,604.29,-46.57,722.57
LTFE,EGKK,0,B738,9,9.83,14.44,-8.02,26.42,0.08,0.21,-0.23,0.33,201.52,499.53,-542.2,787.62
LTFE,LTAC,0,A20N,40,-7.99,19.04,-27.24,24.38,0.1,0.06,0.04,0.22,241.04,136.21,89.2,514.63
LTFE,LTAC,0,B738,16,5.35,22.38,-15.25,46.92,0.08,0.05,0.03,0.16,190.0,130.54,65.0,395.0
LTFE,LTAC,1,A20N,5,10.06,18.49,-7.56,30.78,0.1,0.06,0.04,0.16,237.66,128.27,92.02,375.64
LTFE,LTAC,1,A320,1,-1.4,,-1.4,-1.4,0.12,,0.12,0.12,291.6,,291.6,291.6
LTFE,LTAC,1,B38M,2,39.85,57.77,3.08,76.61,0.21,0.05,0.18,0.24,437.5,98.99,374.5,500.5
LTFE,LTAC,1,B738,59,24.86,25.25,-7.7,70.02,0.16,0.08,0.04,0.3,375.3,201.66,103.1,727.1
LTFE,LTFJ,0,A20N,82,-14.8,22.82,-40.77,32.09,-0.05,0.11,-0.17,0.18,-121.94,261.98,-388.5,415.42
LTFE,LTFJ,0,A21N,128,-9.73,19.49,-36.46,23.48,0.01,0.12,-0.13,0.24,22.05,305.2,-333.0,589.52
LTFE,LTFJ,0,A320,21,-10.9,14.45,-33.0,9.5,-0.06,0.07,-0.14,0.04,-161.12,167.86,-351.2,107.2
LTFE,LTFJ,0,B38M,15,-10.94,16.65,-27.65,15.48,0.01,0.11,-0.11,0.19,25.67,225.15,-231.0,388.5
LTFE,LTFJ,0,B738,121,-14.17,26.07,-38.1,8.9,-0.02,0.11,-0.14,0.22,-41.15,268.64,-324.0,516.0
LTFE,LTFM,0,A21N,14,-24.2,12.42,-44.36,-6.12,-0.09,0.05,-0.16,-0.01,-214.32,132.19,-392.9,-17.9
LTFE,LTFM,0,A319,13,-22.55,20.67,-45.0,12.64,-0.05,0.07,-0.12,0.08,-108.78,164.52,-260.08,179.88
LTFE,LTFM,0,A320,62,-15.18,31.14,-40.98,10.78,-0.0,0.21,-0.12,0.13,-8.95,520.25,-295.7,323.8
LTFE,LTFM,0,A321,103,-18.3,18.16,-40.82,8.44,-0.02,0.08,-0.12,0.12,-51.18,213.48,-341.18,322.13
LTFE,LTFM,0,A332,3,-6.43,30.54,-35.54,18.73,-0.06,0.05,-0.09,-0.01,-347.73,281.58,-562.27,-73.3
LTFE,LTFM,0,A333,20,-13.87,21.35,-40.35,21.6,-0.08,0.08,-0.18,0.02,-493.94,465.93,-1121.16,139.5
LTFE,LTFM,0,B38M,10,-15.68,18.17,-37.4,8.16,-0.06,0.05,-0.11,0.02,-126.0,108.19,-234.5,40.25
LTFE,LTFM,0,B738,70,-14.22,25.92,-43.16,19.97,-0.02,0.1,-0.11,0.19,-38.75,229.25,-266.3,465.7
LTFE,LTFM,0,B739,27,-20.59,17.17,-41.79,9.24,-0.06,0.06,-0.12,0.03,-166.59,143.77,-320.9,86.39
LTFE,LTFM,0,B77W,3,-13.17,20.02,-32.91,-0.33,-0.09,0.07,-0.16,-0.04,-736.67,525.39,-1235.0,-299.0
LTFE,LTFM,0,B789,1,-7.9,,-7.9,-7.9,-0.02,,-0.02,-0.02,-91.6,,-91.6,-91.6
LTFE,UUWW,0,A321,9,-27.97,10.86,-36.86,-12.08,-0.09,0.15,-0.3,0.11,-257.82,413.09,-826.4,318.02
LTFE,UUWW,0,B738,16,-17.14,14.47,-34.45,6.0,-0.08,0.16,-0.28,0.17,-198.91,375.8,-670.53,412.8
LTFE,UUWW,0,B77W,3,-26.17,4.73,-30.83,-23.09,-0.06,0.13,-0.15,0.06,-474.5,992.86,-1170.0,503.1
LTFE,UUWW,1,B738,13,-71.6,45.78,-135.4,-7.84,-0.14,0.13,-0.33,0.03,-329.73,312.98,-804.12,68.04
LTFE,UUWW,1,B752,15,-62.35,19.29,-92.7,-36.63,-0.12,0.11,-0.26,0.06,-473.01,439.61,-1055.09,219.94
LTFE,UUWW,1,B763,1,-58.8,,-58.8,-58.8,-0.1,,-0.1,-0.1,-566.8,,-566.8,-566.8
LTFE,UUWW,2,A20N,20,-3.29,13.61,-18.16,16.54,-0.05,0.14,-0.23,0.13,-105.16,315.03,-520.15,311.19
LTFE,UUWW,2,A320,10,-1.15,9.29,-13.39,11.29,-0.07,0.13,-0.23,0.15,-164.1,334.81,-571.95,371.74
LTFG,LTFM,0,B738,103,-24.19,19.65,-54.86,5.49,-0.03,0.07,-0.14,0.08,-70.35,169.39,-326.9,189.1
LTFG,LTFM,1,B738,17,-32.01,16.02,-54.32,-9.7,-0.04,0.05,-0.12,0.02,-92.51,111.24,-285.6,58.4
LTFH,LTFJ,0,A20N,45,-22.16,31.29,-65.9,12.54,-0.01,0.15,-0.19,0.25,-20.06,345.15,-427.5,570.72
LTFH,LTFJ,0,A21N,35,-16.9,20.66,-49.04,10.94,0.0,0.13,-0.2,0.22,4.84,334.71,-507.19,542.79
LTFH,LTFJ,0,A320,13,-36.51,16.86,-62.08,-13.18,-0.08,0.08,-0.17,0.04,-187.15,193.37,-419.8,109.78
LTFH,LTFJ,0,B38M,4,51.08,141.33,-44.72,222.64,0.32,0.68,-0.1,1.14,666.48,1431.7,-214.9,2403.28
LTFH,LTFJ,0,B738,75,-21.88,22.52,-54.54,13.2,-0.0,0.14,-0.17,0.22,-3.17,328.93,-406.7,518.11
LTFH,LTFM,0,A21N,2,-66.6,5.8,-70.29,-62.91,-0.16,0.01,-0.16,-0.15,-391.4,29.98,-410.48,-372.32
LTFH,LTFM,0,A319,12,-46.72,31.13,-79.49,5.43,-0.09,0.09,-0.19,0.07,-201.55,199.01,-421.68,153.97
LTFH,LTFM,0,A320,27,-35.6,39.57,-67.51,8.43,-0.09,0.1,-0.19,0.05,-214.2,253.12,-484.14,137.4
LTFH,LTFM,0,A321,18,-54.26,18.68,-78.7,-30.53,-0.1,0.08,-0.21,0.01,-267.82,212.1,-600.69,24.49
LTFH,LTFM,0,B38M,1,-32.6,,-32.6,-32.6,-0.04,,-0.04,-0.04,-73.5,,-73.5,-73.5
LTFH,LTFM,0,B738,60,-46.93,26.22,-78.92,1.21,-0.09,0.09,-0.2,0.08,-209.9,210.86,-490.0,192.1
LTFH,LTFM,0,B739,2,-53.05,2.76,-54.8,-51.3,-0.12,0.06,-0.16,-0.08,-300.5,161.36,-403.19,-197.81
LTFJ,BKPR,0,A20N,11,-2.23,11.33,-12.7,14.4,0.02,0.06,-0.05,0.1,44.25,126.66,-113.25,231.7
LTFJ,BKPR,0,A21N,21,-4.6,10.33,-14.3,10.8,0.01,0.06,-0.07,0.12,30.35,153.57,-164.0,307.5
LTFJ,BKPR,0,A320,2,1.0,14.28,-8.09,10.09,0.01,0.06,-0.03,0.05,17.45,152.24,-79.44,114.33
LTFJ,BKPR,0,B38M,1,-6.9,,-6.9,-6.9,0.1,,0.1,0.1,210.0,,210.0,210.0
LTFJ,BKPR,0,B738,17,-6.09,14.31,-22.9,16.96,0.03,0.07,-0.06,0.16,66.02,169.13,-145.9,390.1
LTFJ,EBCI,0,A20N,16,-36.31,17.71,-56.88,-2.82,-0.06,0.11,-0.2,0.1,-132.12,241.96,-467.2,232.35
LTFJ,EBCI,0,A21N,7,-32.4,9.0,-42.0,-19.99,-0.04,0.15,-0.23,0.15,-110.69,378.33,-584.88,383.31
LTFJ,EBCI,0,B738,31,-19.2,31.66,-42.5,29.45,-0.0,0.13,-0.2,0.18,-12.03,304.52,-487.1,432.9
